,review_en,review_es,sentiment,sentimiento
49,"Average (and surprisingly tame) Fulci giallo which means it's still quite bad by normal standards, but redeemed by its solid build-up and some nice touches such as a neat time twist on the issues of visions and clairvoyance.The genre's well-known weaknesses are in full gear: banal dialogue, wooden acting, illogical plot points. And the finale goes on much too long, while the denouement proves to be a rather lame or shall I say: limp affair.Fulci's ironic handling of giallo norms is amusing, though. Yellow clues wherever you look.3 out of 10 limping killers","Promedio (y sorprendentemente domesticado) Fulci Giallo, lo que significa que aún es bastante malo por las normas normales, pero redimidas por su sólida acumulación y algunos toques agradables, como un toque de tiempo ordenado en los problemas de las visiones y la clarividencia. Las notas conocidas del género.están en plena marcha: diálogo banal, actuación de madera, puntos de parcela ilógica.Y el final continúa mucho tiempo, mientras que el desenlace demuestra ser un poco cojo o que diré: Aflojamiento de Limp. El manejo irónico de las normas de Gallo es divertido.Pistas amarillas donde quiera que estés mirando.3 de 10 asesinos educados",negative,negativo
50,"Return to the 36th Chamber is one of those classic Kung-Fu movies which Shaw produces back in the 70s and 80s, whose genre is equivalent to the spaghetti westerns of Hollywood, and the protagonist Gordon Liu, the counterpart to the western's Clint Eastwood. Digitally remastered and a new print made for the Fantastic Film Fest, this is ""Presented in Shaw Scope"", just like the good old days.This film is a simple story of good versus evil, told in 3 acts, which more or less sums up the narrative of martial arts films in that era.Act One sets up the premise. Workers in a dye-mill of a small village are unhappy with their lot, having their wages cut by 20% by incoming manchu gangsters. They can't do much about their exploitation because none of them are martial arts skilled to take on the gangsters, and their boss. At first they had a minor success in getting Liu to impersonate a highly skilled Shaolin monk (one of the best comedy sequences), but their rouse got exposed when they pushed the limit of credibility by impersonating one too many times.Act Two shows the protagonist wanting to get back at the mob. However, without real martial arts, he embarks on a journey to Shaolin Temple, to try and infiltrate and learn martial arts on the sly. After some slapstick moments, he finally gets accepted by the abbot (whom he impersonated!) but is disappointed at the teaching methods - kinda like Mr Miyagi's style in Karate Kid, but instead of painting fences, he gets to erect scaffoldings all around the temple. Nothing can keep a good man down, and he unwittingly builds strength, endurance and learns kung-fu the unorthodox way.Act Three is where the fight fest begins. With cheesy sound effects, each obvious non-contact on film is given the maximum impact treatment. But it is rather refreshing watching the fight scenes here, with its wide angled shots to highlight clarity and detail between the sparring partners, and the use of slow-motion only to showcase stunts in different angles. You may find the speed of fights a tad too slow, with some pause in between moves, but with Yuen Wo Ping and his style being used ad-nausem in Hollywood flicks, they sure don't make fight scenes like they used to! Return to the 36th chamber gets a repeat screening on Monday, so, if you're game for a nostalgic trip down memory lane, what are you waiting for?","Volver a la 36ª Cámara es una de esas películas clásicas de Kung-Fu que Shaw produce de nuevo en los años 70 y 80, cuyo género es equivalente a los occidentales de los espaguetis de Hollywood, y el protagonista Gordon Liu, la contraparte del Western's Clint Eastwood. Digitalmente remasterizado y una nueva impresión hecha para el fantástico festival de cine, esto está ""presentado en el alcance de Shaw"", como los buenos viejos tiempos. Esta película es una historia simple de buenas versos, contada en 3 actos, que más o menos sumas Sube la narrativa de las películas de artes marciales en esa época. Uno establece la premisa. Los trabajadores en un molino de tinte de un pequeño pueblo no están contentos con su lote, teniendo su salario reducido en un 20% en los gangsters entrantes de Manchu. No pueden hacer mucho por su explotación porque ninguno de ellos sean expertos en artes marciales para asumir a los pandilleros, y su jefe. Al principio, tenían un éxito menor en la que Liu se hiciera de imponer a un monje de Shaolin altamente calificado (una de las mejores secuencias de comedia), pero su despertamiento se expuso cuando empujaron el límite de credibilidad al hacerse pasar por uno demasiadas veces. Dos muestran el protagonista queriendo volver a la mafia. Sin embargo, sin artes marciales reales, se embarca en un viaje a Shaolin Temple, para intentar infiltrarse y aprender artes marciales en el Sly. Después de algunos momentos de slapstick, finalmente lo acepta el abad (¡a quien se le impedía!) Pero está decepcionado por los métodos de enseñanza: un poco como el estilo del señor Miyagi en Karate Kid, pero en lugar de pintar cercas, él llega a erigir andamios de todo el templo. . Nada puede mantener a un buen hombre hacia abajo, y él inconscientemente construye fuerza, resistencia y aprende kung-fu el camino poco ortodoxo. Tres es donde comienza el festival de lucha. Con efectos de sonido de queso, cada sin contacto obvio en la película se le da el tratamiento máximo de impacto. Pero es bastante refrescante observando las escenas de lucha aquí, con sus inquilinos en ángulo ancho para resaltar la claridad y los detalles entre los socios de combate, y el uso de la cámara lenta solo para mostrar trucos en diferentes ángulos. Puede encontrar la velocidad de combate un poco demasiado lento, con un poco de pausa entre los movimientos, pero con Yuen Wo Ping y su estilo que se usa Ad-Nausem en las películas de Hollywood, ¡seguramente no hacen escenas de lucha como solían! Regreso a la Cámara 36. Obtiene una proyección repetida el lunes, por lo que, si eres un juego para un viaje nostálgico por la memoria del carril, ¿qué estás esperando?",positive,positivo
51,"***SPOILERS*** All too, in real life as well as in the movies, familiar story that happens to many young men who are put in a war zone with a gun, or rifle, in their hands. The case of young and innocent, in never handling or firing a gun, Jimmy Davis, Franchot Tone, has been repeated thousands of times over the centuries when men, like Jimmy Davis, are forced to take up arms for their country.Jimmy who at first wanted to be kicked out of the US Army but was encouraged to stay, by being belted in the mouth, by his good friend Fred P. Willis, Spencer Tracy, ended up on the front lines in France. With Jimmy's unit pinned down by a German machine gun nest he single handedly put it out of commission picking off some half dozen German soldiers from the safety of a nearby church steeple. It was when Jimmy gunned down the last surviving German, who raised his arms in surrender, that an artillery shell hit the steeple seriously wounding him.Recovering from his wounds at an Army hospital Jimmy fell in love with US Army volunteer nurse Rose Duffy, Gladys George. Rose was really in love with Jimmy's good friend the happy go lucky Fred despite his obnoxious antics towards her. It's when Fred was lost during the fighting on the Western Front that Rose, thinking that he was killed, fell in love and later married Jimmy. When Fred unexpectedly showed up in the French town where Jimmy, now fully recovered from his wounds, was stationed at things got very sticky for both him and Rose who had already accepted Jimmy's proposal of marriage to her!With WWI over and Jimmy marrying Rose left Fred, who's still in love with her, a bitter and resentful young man. It was almost by accident that Fred ran into Jimmy on the streets of New York City and discovered to his shock and surprise that he completely changed from the meek and non-violent person that he knew before he was sent to war on the European Western Front. Smug and sure of himself, and his ability to shoot a gun, Jimmy had become a top mobster in New York City's underworld! Not only that but as Fred later found out his wife Rose had no idea what Jimmy was really involved in with Jimmy telling her that he works as a law abiding and inoffensive insurance adjuster.Jimmy's life of crime came full circle when Rose, after she found out about his secret life, ratted him out to the police to prevent him from executing a ""Valentine Day"" like massacre, with his gang members dressed as cops, of his rival mobsters. While on trial Jimmy came to his senses and admitted his guilt willing to face the music and then, after his three year sentence is up, get his life back together. ***SPOILER ALERT*** Hearing rumors from fellow convicts that Rose and his best friend Fred were having an affair behind his back Jimmy broke out of prison ending up a fugitive from the law. It's at Fred's circus, where he works as both manger and barker, that Jimmy in seeing that Rose as well as Fred were true to him that he, like at his trial, had a sudden change of heart. But the thought of going back to prison, with at least another ten years added on to his sentence, was just too much for Jimmy! It was then that Jimmy decided to end it all by letting the police who by then tracked him down do the job, that he himself didn't have the heart to do, for him!","*** Spoilers *** también, en la vida real, así como en las películas, historia familiar que le sucede a muchos hombres jóvenes que se ponen en una zona de guerra con una pistola, o rifle, en sus manos. El caso de los jóvenes e inocentes, en nunca manejar o disparar una pistola, Jimmy Davis, tono de franquóis, se ha repetido miles de veces a lo largo de los siglos cuando los hombres, como Jimmy Davis, se ven obligados a tomar las armas para su país. Jimmy que en Primero quería ser expulsado del ejército de los Estados Unidos, pero se lo alentó a quedarse, al ser ceñido en la boca, por su buen amigo Fred P. Willis, Spencer Tracy, terminó en las líneas del frente en Francia. Con la unidad de Jimmy, fijada por un nido de ametrallador alemán, lo puso sin importar a la comisión, recogiendo algo de media docena de soldados alemanes de la seguridad de un campanario de la iglesia cercana. Fue cuando Jimmy se disparó por el último alemán sobreviviente, que levantó los brazos en la rendición, que un shell de artillería golpeó al campanario heriendo seriamente lo herido. Desreclando de sus heridas en un hospital del ejército, Jimmy se enamoró de la enfermera voluntaria del ejército estadounidense, la enfermera Rose Duffy, Gladys Jorge. Rose estaba realmente enamorada de la buena amiga de Jimmy, la feliz, ir a la suerte de Fred a pesar de sus antiónes desagradables hacia ella. Es cuando Fred se perdió durante la lucha en el frente occidental que se levantó, pensando que fue asesinado, se enamoró y luego se casó con Jimmy. Cuando Fred se apareció inesperadamente en la ciudad francesa, donde Jimmy, ahora se recuperó completamente de sus heridas, estaba estacionado en las cosas que se pusieron muy pegajosos para él y se levantó que ya había aceptado la propuesta de matrimonio de Jimmy con ella. Con WWI sobre y Jimmy Casilling Rose se fue Fred, que todavía está enamorada de ella, un joven amargo y resentido. Fue casi por accidente que Fred se encontró con Jimmy en las calles de la ciudad de Nueva York y descubrió su sorpresa y sorprendió que cambió por completo de la persona manso y no violenta que él sabía antes de que fuera enviado a la guerra en el frente occidental europeo . ¡Sleg y seguro de sí mismo, y su capacidad para disparar un arma, Jimmy se había convertido en un mejor mafioso en el inframundo de la ciudad de Nueva York! No solo eso, sino a Fred, más tarde descubrió que su esposa Rose no tenía idea de lo que Jimmy estaba realmente involucrado con Jimmy, diciéndole que trabaja como un regalo de seguridad y un ajustador de seguros inofensivos. La vida del crimen de Jimmy llegó un círculo completo cuando se levantó. Sobre su vida secreta, lo viñó a la policía para evitar que ejecutara un ""Día de San Valentín"" como la masacre, con sus pandilleros vestidos como policías, de sus mafiosos rivales. Mientras que en el juicio, Jimmy llegó a sus sentidos y admitió que su culpa estaba dispuesta a enfrentar la música y luego, después de que se acabe su sentencia de tres años, vuelva a juntar su vida. *** Alerta de Spoiler *** Audiencias de rumores de compañeros convictos que Rose y su mejor amigo Fred estaban teniendo un romance detrás de su espalda Jimmy que se desató de la cárcel que terminó con un fugitivo de la ley. Está en el circo de Fred, donde trabaja tanto como Pander y Barker, que Jimmy al ver que Rose y Fred fueron fieles a él que él, como en su juicio, tenía un cambio repentino de corazón. Pero la idea de volver a la cárcel, con al menos otros diez años agregados a su sentencia, fue demasiado para Jimmy! Fue entonces cuando Jimmy decidió terminar todo dejando que la policía que luego lo seguía, lo hacía el trabajo, que él mismo no tenía el corazón que hacer, ¡para él!",positive,positivo
52,"Bela Lugosi appeared in several of these low budget chillers for Monogram Studios in the 1940's and The Corpse Vanishes is one of the better ones.Bela plays a mad scientist who kidnaps young brides and kills them and then extracts fluid from their bodies so he can keep his ageing wife looking young. After a reporter and a doctor stay the night at his home and discover he is responsible for the brides' deaths, the following morning they report these murders to the police and the mad scientist is shot and drops dead shortly afterwards.You have got almost everything in this movie: the scientist's assistants consist of an old hag, a hunchback and dwarf (her sons), a thunderstorm and spooky passages in Bela's house. Bela and his wife find they sleep better in coffins rather than beds in the movie.The Corpse Vanishes is worth a look, especially for Bela Lugosi fans. Great fun.Rating: 3 stars out of 5.","Bela Lugosi apareció en varias de estas enfriadoras de bajo presupuesto para los estudios de monogramas en la década de 1940 y el cadáver se desvanece es uno de los mejores. Bebla juega a un científico loco que secuestra a las jóvenes novias y los mata y luego extrae líquido de sus cuerpos para que pueda mantenerSu esposa envejecida parecía joven.Después de que un reportero y un médico se mantengan la noche en su casa y descubren que es responsable de las muertes de las novias, a la mañana siguiente informan que estos asesinatos a la policía y el científico loco se dispara y cae muertos poco después. Tienes casi todo.En esta película: los asistentes del científico consisten en una vieja bruja, un jorobado y enano (sus hijos), un trueno y pasajes espeluznantes en la casa de Bela.Bela y su esposa encuentran que duermen mejor en ataúdes en lugar de camas en la película. El cadáver se desvanece vale la pena, especialmente para los fanáticos de Bela Lugosi.Gran diversión. Rating: 3 estrellas de 5.",positive,positivo
53,"I cannot believe I enjoyed this as much as I did. The anthology stories were better than par, but the linking story and its surprise ending hooked me. Alot of familiar faces will keep you asking yourself ""where I have I seen them before?"" Forget the running time listed on New Line's tape, this ain't no 103 minutes, according to my VCR timer and IMDB. Space Maggot douses the campfire in his own special way and hikes this an 8.","No puedo creer que disfruté tanto como yo.Las historias de la antología eran mejores que par, pero la historia de enlace y su terminación sorpresa me engancharon.Muchas caras familiares te mantendrán preguntándote ""¿Dónde los he visto antes?""Olvídese del tiempo de funcionamiento que figura en la cinta de la nueva línea, esto no es de 103 minutos, según mi temporizador de VCR e IMDb.Espacio Maggot apaga la fogata a su manera especial y caminata por este 8.",positive,positivo
54,"The 33 percent of the nations nitwits that still support W. Bush would do well to see this movie, which shows the aftermath of the French revolution and the terror of 1794 as strikingly similar to the post 9/11 socio-political landscape. Maybe then they could stop worrying about saving face and take the a**-whupping they deserve. It's really a shame that when a politician ruins the country, those who voted for him can't be denied the right to ever vote again. They've clearly shown they have no sense of character.What really stands out in this movie is the ambiguity of a character as hopelessly doctrinaire as Robespierre; a haunted empty man who simplistic reductive ideology can't help him elucidate the boundaries between safety and totalitarianism. Execution and murder. Self-defense and patriotism. His legalistic litmus tests aggravate the hopeless situation he's helped create. Sound like any belligerent, overprivileged, retarded Yale cheerleaders you know of? Wojciech Pszoniak blows the slovenly Deparidieu off the screen. As sympathetic as Robespierres plight is, it's comforting to know that shortly after the film ends he'll have his jaw shot off and be sent to the guillotine.","El 33 por ciento de los nitwits de las naciones que aún apoyan W. Bush haría bien en ver esta película, que muestra las consecuencias de la Revolución Francesa y el terror de 1794, tan sorprendentemente similar al panorama socio-político posterior al 9/11. Tal vez podrían dejar de preocuparse por salvar la cara y tomar el A ** - Whupping que merecen. Es realmente una pena que cuando un político arruine el país, aquellos que lo votaron por él no se les puede negar el derecho de volver a votar. Claramente, han demostrado que no tienen sentido de carácter. Lo que realmente se destaca en esta película es la ambigüedad de un personaje como Doctrinaire irremediablemente como Robespierre; Un hombre vacío encantado que la ideología reductiva simplista no puede ayudarlo a dilucidar los límites entre la seguridad y el totalitarismo. Ejecución y asesinato. Autodefensa y patriotismo. Sus pruebas legalistas de litmus agravan la situación desesperada que ha ayudado a crear. ¿Suena como cualquier animadora beligerante, sobrevivilegulada y retrasada que conoces? Wojciech Pszoniak sopla los despedidos de la pantalla de Eslovenamente deparidieu. Tan simpáticos como es la difícil situación de Robespierres, es reconfortante saber que poco después de que termine la película, tendrá su mandíbula disparada y enviada a la guillotina.",negative,negativo
55,"As someone has already mentioned on this board, it's very difficult to make a fake documentary. It requires tremendous skill, pacing, patience, directorial 'distance,' a plausible premise, a narrative 'flow,' and REALLY believable acting (aka GREAT acting). Such is not the case with 'Love Machine'. It starts to show its faux hand about the 20-minute mark (with 60 minutes left to watch), and the viewer starts to realize that he or she is being taken in. It's downhill from there.Director Gordon Eriksen simply peaked too soon. But to be fair to Eriksen, his problems started early: as he explains in the extras, he began wanting to do a REAL doc, couldn't get funding, and settled for a cheaper way of making his film.The premise -- people who have secret lives by posting themselves on a porn website -- was perhaps more interesting in 1997-98, when the film was made. Eriksen does a lot of tricky stuff -- a pushy 'host,' hand-held cameras, zooms, grainy blacks and whites -- all, I guess, to elicit a sense of authenticity, but it just doesn't work. The film is confusing and forced, but what ultimately brings it down is the believability of the actors and the pretty awful dialogue.","Como alguien ya ha mencionado en este consejo, es muy difícil hacer un documental falso. Requiere una tremenda habilidad, ritmo, paciencia, dirección ""a distancia"", una premisa plausible, un flujo ""narrativo"", y realmente creíble actuando (también conocido como gran actuación). Tal no es el caso con 'Máquina de amor'. Comienza a mostrar su Mano Faux sobre la marca de 20 minutos (con 60 minutos que quedan para ver), y el espectador comienza a darse cuenta de que está siendo tomado. Está cuesta abajo desde allí. Elirector Gordon Eriksen simplemente alcanzó su punto máximo muy pronto. Pero para ser justos a Eriksen, sus problemas comenzaron temprano: como él explica en los extras, comenzó a querer hacer un documento real, no podía obtener fondos, y se estableció para una manera más económica de hacer su película. La premisa - Gente Los que tienen vidas secretas al publicarse en un sitio web porno, quizás fue más interesante en 1997-98, cuando se hizo la película. Eriksen hace muchas cosas difíciles: una ""anfitriona"" agresiva, ""cámaras de mano, zoom, los negros y los blancos granulados, todos, supongo, para obtener un sentido de autenticidad, pero simplemente no funciona. La película es confusa y forzada, pero lo que finalmente lo trae es la creibilidad de los actores y el diálogo bastante terrible.",negative,negativo
56,"The Hills Have Eyes II is what you would expect it to be and nothing more. Of course it's not going to be an Oscar nominated film, it's just pure entertainment which you can just lose yourself in for 90 minutes.The plot is basically about a group of National Guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert. It's just them fighting back throughout the whole film, which includes a lot of violence (which is basically the whole film) as blood and guts are constantly flying around throughout the whole thing, and also yet another graphic rape scene which is pointlessly thrown in to shock the audience.I'd give the Hills Have Eyes II 4 out of 10 for pure entertainment, and that only. Although even then I found myself looking at my watch more and more as the film went on, as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake. The Hills Have Eyes II is just decent entertainment, something to pass time if you're bored, and nothing else.4/10","Las colinas tienen ojos II es lo que usted esperaría que sea y nada más. Por supuesto, no va a ser una película nominada a Oscar, es solo entretenimiento puro que puede perderse durante 90 minutos. La parcela es básicamente sobre un grupo de alumnos de la Guardia Nacional que se encuentran luchando contra los notorios mentiras en los Hillbillies en su último Día de entrenamiento en el desierto. Es solo que luchan por toda la película, que incluye mucha violencia (que es básicamente toda la película), ya que la sangre y las agallas están entrando constantemente durante todo el asunto, y también otra escena de violación gráfica que está inutialmente arrojada a Shock the audiencia. Le daría a las colinas los ojos II 4 de 10 para el entretenimiento puro, y eso solo. Aunque incluso me encontré mirando cada vez más a mi reloj y más a medida que la película continuó, ya que comenzó a arrastrarse debido al hecho de que continuó intentando y sorprender a la audiencia con Gore Gore y la escena de salto ocasional para asegurarte de la audiencia. permanece despierto. Las colinas tienen ojos II es solo entretenimiento decente, algo para pasar el tiempo si estás aburrido, y nada más.4 / 10",negative,negativo
57,"I laughed all the way through this rotten movie. It's so unbelievable. A woman leaves her husband after many years of marriage, has a breakdown in front of a real estate office. What happens? The office manager comes outside and offers her a job!!! Hilarious! Next thing you know the two women are going at it. Yep, they're lesbians! Nothing rings true in this ""Lifetime for Women with nothing better to do"" movie. Clunky dialogue like ""I don't want to spend the rest of my life feeling like I had a chance to be happy and didn't take it"" doesn't help. There's a wealthy, distant mother who disapproves of her daughter's new relationship. A sassy black maid - unbelievable that in the year 2003, a film gets made in which there's a sassy black maid. Hattie McDaniel must be turning in her grave. The woman has a husband who freaks out and wants custody of the snotty teenage kids. Sheesh! No cliche is left unturned.","Me reí por todo el camino a través de esta película podrida.Es tan increíble.Una mujer deja a su esposo después de muchos años de matrimonio, tiene un desglose frente a una oficina de bienes raíces.¿Lo que sucede?El gerente de la oficina sale afuera y le ofrece un trabajo !!!¡Divertidísimo!Lo siguiente que sabes que las dos mujeres lo van.Sí, son lesbianas!Nada suena verdadera en esta ""vida para mujeres con nada mejor que hacer"" la película.Diálogo clortunizado como ""No quiero pasar el resto de mi vida sintiendo que tuve la oportunidad de ser feliz y no lo tomé"".Hay una madre rica y lejana que desaprueba la nueva relación de su hija.Una mucama negra descarada: increíble que en el año 2003, se hace una película en la que hay una criada negra de Sassy.Hattie McDaniel debe estar girando en su tumba.La mujer tiene un marido que se asusta y quiere la custodia de los niños adolescentes mocosos.¡Sheesh!No se queda ningún cliché.",negative,negativo
58,"NO SPOILERS!!After Hitchcock's successful first American film, Rebecca based upon Daphne DuMarier's lush novel of gothic romance and intrigue, he returned to some of the more familiar themes of his early British period - mistaken identity and espionage. As the U.S. settled into World War II and the large scale 'war effort' of civilians building planes, weaponry and other necessary militia, the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes. These thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good, law abiding citizens. Knowing the director was at home in this espionage genre, producer Jack Skirball approached Hitchcock about directing a property he owned that dealt with corruption, war-time sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity. The darker elements of the narrative and the sharp wit of literary maven Dorothy Parker (during her brief stint in Hollywood before returning to her bohemian roots in NYC) who co-authored the script were a perfect match for Hitchcock's sensibilities.This often neglected film tells the story of the unfortunate 25 year old Barry Kane (Robert Cummings) who, while at work at a Los Angeles Airplane Factory, meets new employee Frank Frye (Norman Lloydd) and moments later is framed for committing sabotage. Fleeing the authorities who don't believe his far-fetched story he meets several characters on his way to Soda City Utah and finally New York City. These memorable characters include a circus caravan with a car full of helpful 'freaks' and a popular billboard model Patricia Martin (Priscilla Lane) who, during the worst crisis of his life as well as national security, he falls madly in love with! Of course in the land of Hitchcock, Patricia, kidnapped by the supposed saboteur Barry, falls for her captor thus adding romantic tension to the mix.In good form for this outing, Hitchcock brews a national network of demure old ladies, average Joes, and respectable businessmen who double as secret agent terrorists that harbor criminals, pull guns and detonate bombs to keep things moving. It's a terrific plot that takes its time moving forward and once ignited, culminates in one of Hitchcock's more memorable finales. Look for incredibly life like NYC tourist attractions (all of which were recreated by art directors in Hollywood due to the war-time 'shooting ban' on public attractions). While Saboteur may not be one of Hitchcock's most well known films, it's a popular b-movie that is certainly solid and engaging with plenty of clever plot twists and as usual - terrific Hitchcock villains. Remember to look for Hitchcock's cameo appearance outside a drug store in the second half of the film. Hitchcock's original cameo idea that was shot (him fighting in sign language with his 'deaf' wife) was axed by the Bureau of Standards and Practices who were afraid of offending the deaf!","¡No hay spoilers! ¡Después de la exitosa película estadounidense de Hitchcock, Rebecca, basada en la exuberante novela de Daphne Dumarier del romance gótico e intriga, regresó a algunos de los temas más familiares de su período británico temprano: la identidad y el espionaje confundidos. A medida que los Estados Unidos se establecieron en la Segunda Guerra Mundial y el ""esfuerzo de guerra"" a gran escala de los aviones de construcción de civiles, armamento y otras milicias necesarias, el negocio de entretenimiento cinematográfico comenzó a resultar paranoicos y, a menudo, los thrillers jingoísticos con temas de guerra. Estos thrillers a menudo involucraban redes de operadores engañosos y calificados en el trabajo en las sombras entre los ciudadanos que respetan el bien legal. Conocer al director estaba en casa en este género de espionaje, el productor Jack Skirball se acercó a Hitchcock acerca de dirigir una propiedad que poseía que se ocupaba de la corrupción, el sabotaje de la guerra y un héroe indefenso empujado a un vórtice de coincidencia y una identidad errónea. Los elementos más oscuros de la narrativa y el agudo ingenio de Maven Dorothy Parker literario (durante su breve estadía en Hollywood antes de regresar a sus raíces bohemias en Nueva York) que co-autoraron al guión eran una combinación perfecta para las sensibilidades de Hitchcock. Esta película a menudo descuidada cuenta La historia de los desafortunados 25 años de edad, Barry Kane (Robert Cummings), que, a la vez, en el trabajo en una fábrica de aviones de Los Ángeles, se encuentra con el nuevo empleado Frank Frye (Norman LloyDD) y los momentos más tarde se enmarca para cometer sabotaje. Huyendo de las autoridades que no creen su historia lejana que conoce a varios personajes en su camino hacia la ciudad de Soda Utah y finalmente la ciudad de Nueva York. Estos memorables personajes incluyen una caravana de circo con un automóvil lleno de ""Freaks"" y un modelo popular de la cartelera Patricia Martin (Priscilla Lane) ¿Quién, durante la peor crisis de su vida, así como la seguridad nacional, se enamore con locura? Por supuesto, en la tierra de Hitchcock, Patricia, secuestrada por el supuesto Saboteur Barry, cae por su captor, además de agregar tensión romántica a la mezcla. En buena forma para esta excursión, Hitchcock Brews una red nacional de damas antiguas demure, Joes promedio y Hombres de negocios respetables que se duplican como terroristas del agente secreto que albergan a los criminales, tiran de armas y detonan bombas para evitar que las cosas se muevan. Es una parcela excelente que lleva su tiempo avanzando y, una vez encendido, culmina en uno de los últimos finales más memorables de Hitchcock. Busque una vida increíblemente como las atracciones turísticas de la Ciudad de Nueva York (todos los cuales fueron recreados por los directores de arte en Hollywood debido a la ""prohibición de tiro"" de la guerra en las atracciones públicas). Si bien Saboteur puede no ser una de las películas más conocidas de Hitchcock, es una película B Popular que es ciertamente sólida y atractiva con un montón de giros de parcela inteligentes y, como de costumbre, los terribles villanos de Hitchcock. Recuerde buscar la apariencia de camafeo de Hitchcock fuera de una farmacia en la segunda mitad de la película. La idea original del camafeo de Hitchcock que se disparó (él luchando en el lenguaje de señas con su esposa 'sorda') fue impedida por la Oficina de Estándares y Prácticas que temían ofender a los sordos.",positive,positivo
59,"I just watched The Dresser this evening, having only seen it once before, about a dozen years ago.It's not a ""big"" movie, and doesn't try to make a big splash, but my God, the brilliance of the two leads leaves me just about speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie.The Dresser is the story of Sir, an aging Shakespearean actor (Finney), and his dresser Norman (Courtenay), sort of a valet, putting on a production of King Lear during the blitz of London in World War II. These are two men, each dependent upon the other: Sir is almost helpless without the aid of Norman to cajole, wheedle, and bully him into getting onstage for his 227th performance of Lear. And Norman lives his life vicariously through Sir; without Sir to need him, he is nothing, or thinks he is, anyway.This is a character-driven film; the plot is secondary to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. Finney, only 47 years old, is completely believable as a very old, very sick, petulant, bullying, but brilliant stage actor. He hisses and fumes at his fellow actors even when they're taking their bows! And Courtenay is no less convincing as the mincing dresser, who must sometimes act more as a mother than as a valet to his elderly employer. Employer is really the wrong term to use, though. For although, technically their relationship is that of employer and employee, most of the time Sir and Norman act like nothing so much as an old married couple.Yes, there are others in the cast of this movie, but there is no question that the true stars are Finney, Courtenay, and the marvelous script by Ronald Harwood. That is not to say that there aren't other fine performances, most notably Eileen Atkins as the long-suffering stage manager Madge. There is a wonderful scene where Sir and Madge talk about old desires, old regrets, and what might have been.Although it doesn't get talked about these days, it is worth remembering that The Dresser was nominated for five Academy Awards: Best Actor nominations for both Finney and Courtenay, Best Picture, Best Director (Peter Yates), and Best Adapted Screenplay.I had remembered this as being a good movie, but I wasn't prepared to be as completely mesmerized as I was from beginning to end. If you want to see an example of what great acting is all about, and be hugely entertained all the while, then I encourage you to see The Dresser.","Acabo de ver a la cómoda esta noche, solo lo había visto una vez antes, hace una docena de años. No es una película ""grande"", y no intenta hacer un gran salpicaduras, sino a mi Dios, el brillo de los dos cables. me deja casi sin palabras. Albert Finney y Tom Courtenay no son menos que increíbles en esta película. La cómoda es la historia del señor, un envejecimiento del actor de Shakespeare (Finney), y su cómoda Norman (Courtenay), una especie de valet, que ponen una producción de King Lear Durante el Blitz de Londres en la Segunda Guerra Mundial. Estos son dos hombres, cada uno de cada uno dependiente de la otra: Señor es casi indefenso sin la ayuda de Norman a Cajole, Wheedle, y lo acosará y lo intimidan en el escenario por su 227 desempeño de Lear. Y Norman vive su vida indirectamente a través de SIR; Sin señor para necesitarlo, él no es nada, o piensa que es, de todos modos. Esto es una película impulsada por personajes; La parcela es secundaria a la interacción de los personajes, y como tal, requiere actores del más alto calibre para llevarlo a la vida. Finney, solo de 47 años, es completamente creíble como muy antiguo, muy enfermo, petulante, acoso escolar, pero brillante actor de escenario. ¡Él silbea y humea a sus compañeros actores incluso cuando se llevan sus arcos! Y Courtenay no es menos convincente como la cómoda de la pinción, que a veces debe actuar más como una madre que como un valet a su anciano empleador. Sin embargo, el empleador es realmente el término incorrecto para usar. Porque, aunque, técnicamente, su relación es la del empleador y el empleado, la mayor parte del tiempo, Sir y Norman actúan como nada como una pareja casada antigua. Sí, hay otros en el elenco de esta película, pero no hay duda de que el Las verdaderas estrellas son Finney, Courtenay y el maravilloso guión por Ronald Harwood. Eso no quiere decir que no haya otras actuaciones finas, especialmente Eileen Atkins como el gerente de la etapa de larga duración. Hay una maravillosa escena donde Sir y Madge hablan de viejos deseos, viejos lamentos, y lo que podría haber sido. Aunque no se habla de estos días, vale la pena recordar que la cómoda fue nominada para cinco premios de academia: el mejor actor Nominaciones para Finney y Courtenay, la mejor imagen, el mejor director (Peter Yates) y el mejor guión adaptado. Había recordado que esto era una buena película, pero no estaba preparado para ser tan fascinada, ya que estaba de principio a fin. . Si quieres ver un ejemplo de lo que se trata mucho de la actuación, y ser muy entretenido durante todo el tiempo, entonces te animo a ver a la cómoda.",positive,positivo
