Id;Category;Topic;Source;Headline;Text;Link
87;Fake;Security;Censura 0;Ex Presidente Mexicano sufre fatal accidente en helicóptero;"Ex Presidente Mexicano sufre fatal accidente en helicóptero CIUDAD DE MÉXICO.- Dos guardias de seguridad junto con el ex mandatario Mexicano Vicente Fox perdieron el control de un helicóptero privado perteneciente a Fox al desplomarse este lunes en horas de la mañana en Tamaulipas informó la Secretaría de la Defensa Nacional (Sedena) en comunicado.
La Sedena indicó que un helicóptero MD-530F matrícula *NUMBER* sufrió el accidente esta mañana a ocho kilómetros al este de Ciudad Victoria. Precisó que la aeronave despegó a las *NUMBER*:*NUMBER* horas tiempo local del Aeropuerto Internacional de la capital tamaulipeca con el fin de realizar un vuelo de placer pero se perdió contacto con el aparato a las *NUMBER*:*NUMBER* horas locales.
La dependencia detalló que un helicóptero UH-*NUMBER* de la Policía Federal se trasladó al lugar del siniestro para proporcionar los primeros auxilios. La tripulación del helicóptero estaba conformada por dos guardias de seguridad un piloto un observador y el ex mandatario Mexicano. Lamentablemente solo pudieron salvarse el piloto y el ex mandatario mexicano en las próximas horas se estarán dando los detalles. Los heridos fueron trasladados vía aérea a un hospital de Ciudad Victoria. El gobierno nacional está tratando los hechos con total hermetismo por lo cual no han salido a dar declaraciones al respecto.";http://censura0.com/2018/04/08/ex-presidente-mexicano-sufre-fatal-accidente-en-helicoptero-detalles/
88;Fake;Security;Censura 0;Hijo de Peña Nieto atropella a mujer embarazada y huye;"Hijo de Peña Nieto atropella a mujer embarazada y huye
Un suceso terrible ha ocurrido en las horas pasadas en cual está aparentemente involucrado el hijo del presidente Enrique Peña Nieto.
Un ferrari similar al que le habría regalado EPN a su hijo por su cumpleaños atropelló a una mujer embarazada y huyó.
Testigos afirmaron que se trataba del joven aunque todo pasó muy rápido.";http://censura0.com/2018/04/03/ultimo-momento-hijo-de-pena-nieto-atropella-a-mujer-embarazada-y-huye-atroz/
89;True;Health;El país;Barba una moda que daña tu salud;"Barba una moda que daña tu salud
Se comporta como una ""esponja"" que atrapa suciedad y bacterias.
La barba y el bigote se han convertido en los accesorios de moda preferidos entre los hombres sin embargo podrían dañar la salud ¿Por qué? Guardan gérmenes y bacterias.Según el portal Daily Mail la barba se comporta como una ""esponja"" que atrapa suciedad gérmenes y bacterias de manera muy fácil y que podrían generar infecciones en la piel.Estos organismos pueden vivir en le vello facial incluso cuando se lave y además podrían transmitirse a otra persona por medio del contacto o un beso.Otro riesgo de esta moda es que el vello está cerca a las fosas nasales y la boca lo que permite que las bacterias ingresen de manera más fácil al organismo y generen infecciones.De acuerdo con el doctor Ron Cutler de la Universidad Queen Mary la mejor forma de disminuir la acumulación de bacterias es que los hombres laven a diario su barba y bigote se cepillen y observen que no haya vellos encarnados.";https://www.elpais.com.uy/vida-actual/barba-moda-dana-salud.html
90;True;Health;El Pais;McDonald's cambia el menú infantil para hacerlo más saludable;"McDonald's cambia el menú infantil para hacerlo más saludable
La compañía retira del póster de su 'Happy Meal' en Estados Unidos productos con un alto contenido de calorías y de grasas saturadas
McDonald's ha anunciado este jueves que va a retirar dos productos de su menú infantil para fomentar los hábitos de vida saludable. A partir de junio el Happy Meal no incluirá ni la hamburguesa con queso ni el batido de chocolate en un esfuerzo por disminuir el número de calorías contenido en sodio azúcares añadidos y de grasas saturadas según indica la compañía en un comunicado. A pesar de esta iniciativa ambos productos seguirán disponibles a demanda de los padres. El gigante alimentario se ha puesto como objetivo para el año *NUMBER* que al menos la mitad de sus menús para los más pequeños tengan menos de *NUMBER* calorías. De momento estos cambios solamente se aplicarán en los restaurantes de Estados Unidos. Entre las medidas saludables para los menores McDonald's añade también la disminución en la cantidad de las patatas fritas que suministra con dicho menú; ya no será la opción pequeña habitual sino un tamaño adaptado a los niños. Según los cálculos de la compañía la actualización del Happy Meal supondrá como máximo una reducción del *NUMBER*% en calorías *NUMBER*% en azúcares añadidos y del *NUMBER*% en grasas saturadas según qué opciones elija el cliente. En *NUMBER* la compañía ya retiró los refrescos del panel del menú como una de las primeras medidas de ""impacto"" en la promoción de una dieta saludable. Desde entonces según datos de McDonald's la venta del Happy Meal con agua leche o zumo ha subido un *NUMBER*%. En diciembre de *NUMBER* más de la mitad de los clientes estadounidenses eligieron una de estas bebidas en lugar de decidirse por un refresco. ""El anuncio de este jueves es muy importante"" ha asegurado Howell Wechsler CEO de la fundación Alliance for a Healthier Generation organización que promueve los hábitos de vida saludables. ""Hemos puesto el listón muy alto y espero que otras compañías de la industria sigan nuestros pasos"" ha sentenciado Wechsler.
Además de los cambios planteados en el Happy Meal McDonald's ha avanzado sus objetivos a largo plazo. La compañía pretende que en *NUMBER* al menos la mitad de los menús infantiles anunciados contengan menos de *NUMBER* calorías. De ellas solo un *NUMBER*% procederán de grasas saturadas y otro tanto por ciento de azúcares añadidos. Actualmente solamente el *NUMBER*% de los menús para los más pequeños que oferta la compañía en los *NUMBER* países que más vende (entre ellos España) cumplen con estos criterios. La cadena de hamburgueserías se ha comprometido también a eliminar los sabores artificiales los colorantes añadidos y los conservantes. Esta medida ya se aplicó en *NUMBER* a los Nuggets de pollo de los restaurantes de EE UU Francia y Canadá. Según los últimos datos hechos públicos por la Organización Mundial de la Salud (en octubre de *NUMBER*) más de *NUMBER* millones de menores entre cinco y *NUMBER* años tenían sobrepeso u obesidad en todo el mundo. Según los Centros para el Control de las Enfermedades de Estados Unidos (CDC por su sigla en inglés) el *NUMBER*% de los niños estadounidenses (entre *NUMBER* y *NUMBER* años) son obesos aunque la tasa supera el *NUMBER*% entre los adolescentes (entre *NUMBER* y *NUMBER*). En España esta tasa es del *NUMBER*% una de las más altas de Europa tal y como ha reflejado en sus estudios la profesora de la Universidad de Alicante Mercedes Rizo. Según la OMS los niños con obesidad infantil tienen una mayor probabilidad de muerte prematura y discapacidad en la edad adulta. Además estos chavales sufren dificultades respiratorias mayor riesgo de fracturas hipertensión y de desarrollar enfermedades cardiovasculares. McDonald's lleva años intentado desligar sus productos de la obesidad con la introducción de productos más saludables como la hamburguesa McVegan el equivalente vegano de su producto estrella el Big Mac. La compañía ganó *NUMBER* millones de euros en *NUMBER* casi un *NUMBER*% más que el año anterior. Cada día *NUMBER* millones de personas visitan alguno de sus casi *NUMBER* restaurantes en todo el mundo.";https://elpais.com/elpais/2018/02/15/mamas_papas/1518696824_551173.html
91;Fake;Health;Novedades Quitana Roo;Mortal enfermedad a su alcance en las latas de refresco;"Mortal enfermedad a su alcance en las latas de refresco
El resguardo de los envases en bodegas permite la acumulación de bacterias las cuales pueden llevar a la muerte.
El contacto con la boquilla de las latas es suficiente para contraer una posible infección. (Enrique Mena/SIPSE)
Enrique Mena/SIPSE CHETUMAL Q. Roo.- Orina y heces de rata originan enfermedad que pudiera resultar mortal llamada Leptospirosis; usuarios de Facebook se encargan de enviar periódicamente mensajes con la alerta de lavar las latas de bebidas de cualquier tipo previo al consumo o ingesta oral y con ello evitar contraer una posible infección que en casos severos lleva a la muerte. El resguardo de este tipo de bebidas en bodegas es propenso a acumular bacterias provenientes de los desechos de los roedores.
De acuerdo con el presidente del Colegio de Médicos en Quintana Roo Francisco Javier Lara Uscanga la Leptospirosis es una enfermedad febril de tipo epidémico endémico y esporádico que proviene de la orina animal que al ponerse en contacto directo con lesiones de la piel ojos o por las mucosas se transmite.
Al estar resguardadas las latas en las bodegas para luego ser transportadas a supermercados tiendas de autoservicio tiendas de abarrotes o cualquier sitio de exhibición para su comercialización no se tiene el cuidado de limpiarlas al momento de ser ingeridas por el ser humano. El descuido puede costar vidas; la cuenta electrónica Reinaldo Manquez Briceño suscribe un texto ejemplificando el escenario trágico que pudiese sufrir una persona de no limpiar la boquilla de las latas que en su mayoría son de aluminio.
""El domingo fue una familia de picnic y llevaron latas de bebidas. Para el lunes dos miembros de la familia fueron ingresados a cuidados intensivos en el hospital. Murieron el día miércoles. Resultados de la autopsia concluyeron que fue Leptospirosis. El virus se encontraba en la parte superior de las latas las que fueron consumidas sin el uso de vasos ni tazas. Las latas estaban contaminadas con orina seca de ratón"".
El enlace fue compartido por cientos de usuarios de la red social emitiendo recomendaciones como lavarlas antes de su consumo una lata contiene más gérmenes y bacterias que un baño público.";https://sipse.com/novedades/se-incuba-enfermedad-en-las-latas-de-refresco-25668.html
92;Fake;Health;El Dizque;Descubren que el mole poblano es el mejor tratamiento rejuvenecedor;"Descubren que el mole poblano es el mejor tratamiento rejuvenecedor
Un grupo de expertos de la Universidad Nacional Autónoma de México descubrió que el mole poblano además de su exquisito sabor puede ser uno de los mejores remedios para combatir los efectos de la edad.
""La combinación de ingredientes de un buen mole poblano hace que sea un inmejorable emoliente humectante hidratante exfoliante lubricante suavizante y etcétera"" nos dijo el profesor Radamés Centenario encargado de la investigación. ""Aplicándolo combinado con un poco de caldo de pollo se asegura que en menos de una semana la persona lucirá como si estuviera por graduarse de la prepa"".
De acuerdo al profesor el uso constante de mole en el rostro y cabello puede hacer que la persona luzca de *NUMBER* a *NUMBER* años más joven.
""Para que funcione al cien por ciento debe de prepararse con pollo o guajolote y en cuanto esté a la temperatura suficiente se aplica una mascarilla generosa así como una buena capa en el cabello"" señaló.
La investigación asegura que con una aplicación diaria los resultados son increíbles. ""De hecho ya tuvimos un caso de una mujer a la que corrieron de un bar y ni presentando su credencial de elector para acreditar la mayoría de edad la dejaron pasar"".";https://www.eldizque.com/descubren-que-el-mole-poblano-es-el-mejor-tratamiento-rejuvenecedor/
93;Fake;Health;NEWSner;Científicos: La barba contiene más bacterias de caca que un baño.;"Científicos: La barba contiene más bacterias de caca que un baño.
Los últimos años la moda de barba para los hombres se ha vuelto más y más popular. ¿Pero ahora la pregunta es si esta nueva información no va hacer que los hombres piensen en quitarse esa barba?
El canal de televisión americano KOAT coleccionó unas pruebas de diferentes hombres. Luego dejaron que el microbiologo Johan Golobic averiguara que microorganismos habían en la barba. Y lo que vio fue aterrador. – Yo normalmente no me sorprendo pero esto me dejó muy sorprendido le dice a KOAT. La mayoría de las barbas contenían bacterias que podemos encontrar en casi cualquier sitio. Otras barbas tenían cosas peores. Contenían bacterias que uno normalmente encuentra en la caca. Algunas barbas son más sucias que los baños dicen los científicos.
Si una prueba de agua tendría las mismas bacterias que encontraron en las barbas el agua no se pudiera utilizar. Los científicos dicen que el resultado de la investigación de las barbas es alarmante y muestra que hay muchos hombres barbudos que no tienen buena higiene. Las bacterias de la barba no te enferman pero para evitarlas hay que tratar de no tocar tanto la barba con las manos y utilizar jabón para las manos.";https://es.newsner.com/noticias/cientificos-la-barba-contiene-mas-bacterias-de-caca-que-un-bano/
94;Fake;Health;El Dizque;Crean mexicanos la primer cerveza anticonceptiva del mundo;"Crean mexicanos la primer cerveza anticonceptiva del mundo
Un grupo de cerveceros mexicanos asegura haber inventado la primera cerveza anticonceptiva del mundo. El hallazgo fue dado a conocer esta mañana en el Oktoberfest de julio que se celebra en los patios de Ciudad Universitaria.
Acompañados por investigadores de la UNAM los artesanos de la cerveza dijeron a los medios de comunicación nacionales e internacionales que este descubrimiento hará del mundo un lugar mejor.
""Los resultados están garantizados al cien por ciento"" dijo Filemón Turrubiates presidente de la Shela Brewing Company. ""Nuestra cerveza está fabricada en base a estudios ancestrales de herbolaria mexicana y evita la posibilidad de un embarazo"".
La cerveza que próximamente estará a la venta cuenta con las propiedades básicas y fundamentales de esta bebida pero además contiene un ingrediente que ha probado su eficacia a la hora de evitar embarazos.
""Con esto no importa cuántas cervezas se consuman está garantizado que no habrá nada de qué preocuparse al otro día respecto a un embarazo no deseado"" añadió Turrubiates.
Al preguntar sobre el ingrediente secreto muy amablemente contesto: ""Este ingrediente es por todos conocido pero somos los primeros en comercializar un producto así. Es totalmente natural y no tiene efectos secundarios"".
— ¿Pero cuál es?
— Pues el nopalito.";https://www.eldizque.com/crean-mexicanos-la-primer-cerveza-anticonceptiva-del-mundo/
95;Fake;Health;Grandes Medios;Una planta casera ocasiona la muerte a niño de *NUMBER* años;"Una planta casera ocasiona la muerte a niño de *NUMBER* años ¡Difúndelo!
A quién no le gusta tener plantas en el interior del hogar pues además de transmitir belleza también emanan vida aunque no todas pues algunas llegan a ser bellas pero muy tóxicas pudiendo provocar la muerte.
Esta es la historia de Esteban un chico de *NUMBER* años que murió a causa de comer la hoja de una planta que se creía inofensiva.
Como todos los días este niño jugaba dentro de su hogar hasta que se sintió descompuesto y decidió contarle a su madre quién pensó que con unas cuantas caricias calmaría a su hijo. Unas horas después sus malestares se agravaron obstruyendo parcialmente su respiración fue recién ahí que su madre decidió llamar a una ambulancia que derivó a este niño de inmediato al hospital.
Muy angustiada la madre no entendía lo que había ocurrido hasta que el médico salió a darle la mala noticia su hijo había muerto por intoxicación.
El doctor pidió a la madre realizar a su hijo una prueba de sangre para analizarla y así determinar la causa de su muerte. En su sangre se encontró una toxina potente llamada oxalato de calcio la cual se encuentra en la planta Amoena.
Una planta muy famosa por estar presente en gran parte de los hogares en todo el mundo aquí te dejamos una fotografía para que tomes las precauciones necesarias y además que la compartas así evitar posibles fatalidades.";https://www.grandesmedios.com/planta-casera-mata-nino/
96;True;Health;BBC News;La pequeña pastilla que provocó la revolución económica más significativa de finales del siglo XX;"La pequeña pastilla que provocó la revolución económica más significativa de finales del siglo XX
La píldora anticonceptiva trajo profundos cambios sociales. Todo el mundo concuerda con eso. De hecho esa era la razón para desarrollarlas al menos desde el punto de vista de Margaret Sanger la activista que urgió a los científicos a que lo hicieran.
Sanger soñaba con una liberación sexual y social de las mujeres que las dejara en igualdad de condiciones con los hombres.
Pero la píldora no disparó solamente una revolución social; también desató otra revolución el cambio económico más significativo de finales del siglo XX.
Piensa además en todo lo que le ofreció a las mujeres.
En primer lugar funcionaba que es más de lo que se puede decir de muchas de las otras alternativas.
Por siglos los amantes habían probado toda clase de trucos para evitar un embarazo. Desde caca de cocodrilo en el antiguo Egipto hasta aceite de cedro recomendado por Aristóteles y el método de Casanova de usar medio limón como capuchón cervical.
Incluso la alternativa moderna más obvia los preservativos tienen sus bemoles pues la gente no los usa apropiadamente por lo que a veces se rompen o se resbalan.
El caso es que en un año por cada *NUMBER* mujeres sexualmente activas que usan el condón como método anticonceptivo *NUMBER* quedan embarazadas. La tasa de fallos de la esponja es similar y del diafragma no es mucho mejor.
Con la píldora esa tasa es del *NUMBER*% tres veces más segura que los preservativos.
Y esa tasa asume el uso típico pues si la usas siguiendo las indicaciones al pie de la letra el porcentaje se reduce a *NUMBER*.
Propia privada y discreta
Otra ventaja: la responsabilidad era de la mujer.
La píldora le dio a las mujeres el control pues usar condones implicaba negociar con su pareja. Y el diafragma y la esponja eran liosos.
En contraste la decisión de tomar la píldora era propia y privada. Y discreta. No extraña que la quisieran.
El primer país en aprobarla fue Estados Unidos en *NUMBER* y en sólo cinco años casi la mitad de las mujeres casadas que usaban métodos anticonceptivos tomaba la píldora.
Pero la revolución real llegó cuando las mujeres solteras tuvieron acceso a los anticonceptivos orales... aunque hubo que esperar.
Para mediados de los *NUMBER* la píldora era de lejos la forma más popular de control reproductivo entre las mujeres de *NUMBER* y *NUMBER* años de EE.UU.
Y fue entonces que empezó esa revolución económica.
La revolución de las solteras
En EE.UU. hasta *NUMBER* las carreras de Derecho Medicina Odontología y Maestría en Administración de Empresas habían sido muy masculinas.
En EE.UU. en *NUMBER*
*NUMBER*% de los graduados de Odontología
*NUMBER*% de los graduados de Derecho y Administración de Empresas
*NUMBER*% de los graduados de Medicina
·Eran hombres
Equipadas con la píldora las mujeres empezaron a incursionar en esos campos. Primero eran un *NUMBER*% en las clases luego un *NUMBER*% y para *NUMBER* a menudo eran un tercio del número de graduados.
No era sencillamente porque las mujeres estaban yendo más a la universidad. Mujeres que ya habían decidido ser estudiantes optaban por esas profesiones. La proporción de mujeres estudiando medicina y derecho aumentó dramáticamente y consecuentemente su presencia en esas profesiones poco después.
Ahora que la píldora les había dado control de su fertilidad podían invertir en sus carreras.
Antes para poder cosechar los beneficios de los cinco o más años que tomaba calificar como doctora o abogada tenían que estar seguras de poder evitar convertirse en madres hasta por lo menos los *NUMBER* años de edad.
Tener un bebé interrumpiría sus estudios o carreras en un momento crítico.
Cambio de dinámica
En otras palabras para una mujer sexualmente activa querer ser médica odontóloga o abogada era el equivalente de construir una fábrica en una zona de terremotos: un poco de mala suerte y toda la inversión se perdía.
Por supuesto que podían abstenerse de tener relaciones sexuales en aras de una carrera profesional pero muchas no querían hacerlo. Y se trataba solamente de divertirse sino también de encontrar un marido.
Antes de la píldora la gente se casaba joven. Y una mujer que retrasara tener relaciones afectivas hasta los *NUMBER* años de edad probablemente se le haría difícil encontrar marido pues sus contemporáneos estarían casados.
La píldora cambió la dinámica: las solteras podían tener relaciones sexuales con un riesgo sustancialmente menor de quedar embarazada.
Alteró también el patrón del matrimonio: la gente dejó de casarse tan joven. ¿Para qué apurarse?
Eso significó que incluso las mujeres que no usaban la píldora tampoco tenían que correr a casarse.
Los bebés empezaron a llegar más tarde y en el momento en el que las mujeres escogían.
Eso significó que ellas al menos tenían tiempo de establecer su carrera profesional.
En manos de las jóvenes el mundo cambió
Por supuesto que muchas otras cosas estaban cambiando para las estadounidenses en los *NUMBER*. se legalizó el aborto se aprobaron leyes contra la discriminación por género el movimiento social del feminismo tomó fuerza.
Y como a los hombres jóvenes los estaban mandando a luchar en Vietnam los empleadores le abrieron las puertas a las mujeres.
No obstante un meticuloso estudio estadístico hecho por los economistas de la Universidad de Harvard Claudia Goldin y Lawrence Katz indica firmemente que la píldora tuvo que haber jugado un rol importante al permitirle a las mujeres retrasar el matrimonio la maternidad e invertir en sus propias carreras.
Cuando estudias otros factores de cambio ninguno explica tan bien lo que sucedió.
Goldin y Katz chequearon la llegada de la píldora a las manos de las jóvenes en cada estado y en todos y cada uno cuando la pudieron tomar la tasa de matriculaciones en cursos profesionales se disparó y los sueldos de las mujeres aumentaron.
Al otro lado del Pacífico Japón
Hace unos años la economista Amalia Miller usó una variedad de métodos estadísticos para demostrar que si una mujer en sus 20s puede retrasar la maternidad por un año en términos monetarios sus ganancias vitalicias aumentan *NUMBER*%.
Esa era la medida de la vasta ventaja que representa para una mujer completar sus estudios y asegurarse una carrera antes de tener hijos.
Pero las jóvenes de los años *NUMBER* no necesitaban ver la investigación de Amalia Miller: ellas ya lo sabían.
Al otro lado del Océano Pacífico hay una realidad alternativa.
En Japón una de las sociedades más avanzadas tecnológicamente la píldora no fue aprobada hasta *NUMBER*.
Las japonesas tuvieron que esperar *NUMBER* años más que las estadounidenses para tener acceso al mismo anticonceptivo.
En contraste los japoneses con problemas con sus erecciones pudieron acceder a la medicina Viagra poco después que los estadounidenses.
La desigualdad económica entre géneros en Japón es considerada como la peor en el mundo desarrollado.
Es imposible desenredar la causa y el efecto en este caso pero la experiencia en EE.UU. indica que no es una coincidencia: retrasa el acceso a la píldora por dos generaciones y el impacto es enorme.
La diminuta pastilla sigue transformando la economía mundial.";http://www.bbc.com/mundo/noticias-39601758
97;Fake;Health;Hay noticia;Crea furor una variante de medusa que provoca orgasmos con su picadura;"Crea furor una variante de medusa que provoca orgasmos con su picadura
La conocida playa gaditana de Bolonia en Tarifa ha estado en boca de todos los últimos días debido a una plaga de raras medusas que han desembocado en la playa. Estas medusas conocidas científicamente con el nombre de Cyanea Gustirrinina tiene su hábitat natural en océano pacífico cerca de Australia y nunca antes se había visto en las costas españolas.
La característica que diferencia a la Cyanea Gustirrinina de otras medusas es que su picadura ataca al sistema nervioso central simulando lo que podría parecer en orgasmo. Éste hecho ha causado que la playa de Bolonia se haya dado una avalancha de visitantes a pesar de la recomendación de las autoridades de que no es recomendable el baño en la playa por la plaga de las medusas. ""No puedo evitar meterme a buscar medusas sé que no es bueno pero me gusta tanto que no puedo dejar de hacerlo"" comenta uno de los bañistas antes de lanzarse al agua.
Los visitantes de la playa han llegado incluso hasta capturar medusas para llevarlas a sus piscinas particulares con la intención de criarlas allí por lo que las autoridades temen no poder controlar la plaga o que incluso se extienda por toda la costa española lo que haría de la Cyanea Gustirrinina una especie invasora que pondría en peligro la vida de otras medusas endémicas.";https://haynoticia.es/crea-furor-una-variante-medusa-provoca-orgasmos-picadura/?memeo
98;True;Health;HUFFPOST;Un curandero infecta de sida a medio centenar de pacientes en India;"Un curandero infecta de sida a medio centenar de pacientes en India
El supuesto médico empleaba siempre la misma jeringuilla.
Un devoto hindú junto al río Ganges a su paso por el estado de Uttar.
Empleaba la misma jeringuilla en todos sus pacientes para ahorrar costes. El número dos del gobierno del estado de Uttar en el norte de la India K.P. Maurya ha prometido este jueves medidas ""severas"" contra el curandero que presuntamente infectó a cerca de medio centenar de personas con VIH mediante esta práctica.
Maurya condenó el incidente en declaraciones a la prensa y afirmó que se tomarán acciones ""severas"" contra el curandero identificado como Rajendra Yadav y detenido ayer por las autoridades del distrito de Unnao después de que el caso saliese a la luz esta semana.
Durante una revisión en la aldea de Bangarmau entre abril y julio del año pasado se detectaron *NUMBER* casos de sida mientras que un chequeo posterior en noviembre reveló la existencia de otros *NUMBER* infectados en la zona.
Ante el gran número de casos el Departamento de Sanidad envió una delegación que realizó más revisiones en Bangarmau a finales del pasado enero explicó el doctor de la oficina del Oficial Jefe Médico S.P. Chaudhary a la agencia india PTI.
""En estos campamentos se examinó a *NUMBER* personas de las que *NUMBER* estaban infectadas con VIH"" anotó el médico y precisó que fue entonces cuando descubrieron que un curandero había estado utilizando la misma jeringuilla con sus pacientes.
Según datos del Programa de Naciones Unidas para la Lucha contra el Sida (UNAIDS) India es el país con el mayor número de afectados de Asia y el tercero del mundo con unos *NUMBER* millones de portadores del VIH.
Mas de *NUMBER* personas dijeron haber sido infectadas de VIH por transfusiones de sangre entre octubre de *NUMBER* y marzo de *NUMBER* en la India según informó el pasado año la Organización Nacional de Control del Sida (NACO) dependiente del Ministerio de Salud.";https://www.huffingtonpost.es/2018/02/08/un-curandero-infecta-de-sida-a-medio-centenar-de-pacientes-en-india_a_23356585/?utm_hp_ref=es-vih
99;Fake;Health;El Dizque;Científicos mexicanos descubren cura infalible contra la impotencia;"Científicos mexicanos descubren cura infalible contra la impotencia
El primer remedio *NUMBER*% infalible contra todos los casos de impotencia sin necesidad de cirugía o ningún tipo de medicamento ya está aquí todo gracias a varios años de investigación de un grupo de científicos del Tecnológico de Monterrey.
""Nuestro descubrimiento garantiza que el miembro tendrá una firmeza extraordinaria asegurando la satisfacción de la pareja"" declaró en conferencia de prensa el profesor Larry Kadesta dirigente del proyecto. ""Y por si eso fuera poco es el método anticonceptivo más seguro que existe con una eficacia total"".
Como en todo hay algunas pequeñas desventajas pero el profesor Kadesta aseguró que los beneficios bien valen la pena. ""Ciertamente existe una pérdida de sensibilidad pero considerando que muchos no podrían tener sexo de otra forma es mejor que nada"".
El invento en cuestión es un preservativo: ""Eso sí es más caro que un condón normal pero considerando que son reutilizables y que su duración puede ser incluso mayor que la de la vida del paciente no creo que nadie tenga que preocuparse"".
Finalmente el invento fue mostrado. ""Aquí lo tienen se trata de un preservativo de policloruro de vinilo o sea PVC que se coloca antes de la relación al igual que los de látex"".
Sin embargo aunque el PVCondón ha mostrado ser tan eficaz no ha tenido muchas órdenes de compra por parte de hombres pero inexplicablemente miles de mujeres están comprando el suyo incluso a pesar de no tener pareja.";https://www.eldizque.com/cientificos-mexicanos-descubren-cura-infalible-contra-la-impotencia/
100;True;Health;El Universal;¿El celular causa cáncer?;"¿El celular causa cáncer?
La incidencia de estos tumores sólo aumentó durante el período de estudio en personas que tenían entre *NUMBER* y *NUMBER* años de edad.
Un nuevo estudio a gran escala de investigadores de la Universidad de Sídney (Australia) descartó la relación entre el uso de teléfonos celulares y los tumores cerebrales.
Sus autores sin embargo aseguran que sus hallazgos no son la última palabra frente a este tema pero consideran que son un gran aporte al debate.
La investigación publicada en el último número de Cancer Epidemiology recoge los resultados de un análisis hecho entre *NUMBER* mil *NUMBER* hombres y *NUMBER* mil *NUMBER* mujeres entre los *NUMBER* y los *NUMBER* años de edad diagnosticados con este tipo de tumor en Australia entre *NUMBER* y el *NUMBER*.
De acuerdo con los científicos la incidencia de estos tumores sólo aumentó durante el período de estudio en personas que tenían entre *NUMBER* y *NUMBER* años de edad.
Estos hallazgos se cruzaron con la tasa de uso de teléfonos celulares que se ha incrementado ""dramáticamente"" según los autores en las últimas dos décadas pasando del *NUMBER* % en *NUMBER* al *NUMBER*% en la actualidad.
Sin embargo las tasas de incidencia ajustadas por edad para el cáncer de cerebro han aumentado sólo ligeramente en los hombres en los últimos *NUMBER* años y se han mantenido estables en las mujeres. En otras palabras estadísticamente no hay una relación entre estas dos variables.
Los resultados de este trabajo confirman los de estudios publicados previamente en Nueva Zelanda los países nórdicos el Reino Unido y los Estados Unidos los cuales no pudieron probar la hipótesis de que ""los teléfonos móviles causan cáncer de cerebro"" dijo el investigador principal Simon Chapman Ph. D y profesor emérito en salud pública en la Universidad de Sídney Australia.
""La radiación de los teléfonos móviles es no ionizante lo que quiere decir que es muy poco probable que cause cáncer"" dijo Chapman a Medscape Medical News.
La controversia continúa
A pesar de estos resultados otros investigadores afirman que los mismos no son concluyentes.
""Se ha encontrado consistentemente un mayor riesgo de glioma de alto grado incluyendo el tipo más maligno el glioblastoma multiforme grado IV cuando se usan teléfonos inalámbricos"" dijo Lennart Hardell Ph. D del Departamento de Oncología del Hospital Universitario de Örebro Suecia.
""Por otra parte el riesgo es mayor para los tumores en los lóbulos frontal y temporal áreas con mayor exposición a la radiación de radiofrecuencia durante el uso del teléfono de mano"" dijo a Medscape Medical News.
Hardell asegura que este estudio no proporciona datos sobra la incidencia de este tipo de tumores (glioma de alto grado localizado en el lóbulo temporal o frontal) lo que se convierte en un obstáculo para proyectar con exactitud incidencias y relaciones causales.
Esto se suma a más de *NUMBER* estudios epidemiológicos que han tratado de evaluar la asociación entre el uso de teléfonos celulares y el riesgo de tumores cerebrales y de la glándula salival y a una serie de estudios experimentales con cultivos celulares y en animales de los cuales unos han mostrado aumento en el riesgo de cáncer por el uso de celulares y otros no han hallado ninguna relación.";http://www.eluniversal.com.mx/articulo/ciencia-y-salud/salud/2016/05/20/el-celular-causa-cancer
